Description,Monthly_Installment,List_Price,Model,Milleage,Gear_Type,Location
2018 Toyota Noah 2.0 MPV - YEAR END SALES X 2PD SPORT RIMS 7S,"RM 1,814 / month","RM 139,888",N/A,25 - 30K KM,Automatic,"Selangor, Puchong"
2019 Lexus RX300 2.0 Luxury SUV - VL BSM 360 CAMERA POWER BOOT 3 LED HEADLAMPS 4 ELECTRIC 2 MEMORY SEATS,"RM 3,280 / month","RM 253,000",N/A,11000 KM,Automatic,"Kuala Lumpur, Cheras"
2014/2017 Toyota Estima 2.4 Aeras MPV - (A) Power Boot,"RM 1,514 / month","RM 116,800",Toyota Estima,90 - 95K KM,Automatic,"Johor, Johor Bahru"
2020 BMW 840i 3.0 M Sport Sedan - GR 4DOOR COUPE Harman Kardon Sound System LED Light Keyless Push Start Engine Paddle Shift 20KMiles,"RM 5,160 / month","RM 398,000",N/A,30 - 35K KM,Automatic,"Kuala Lumpur, Cheras"
2015 BMW 320i 2.0 Sport Line Sedan - (A) Sport (CKD),RM 866 / month,"RM 66,800",BMW 320i,75 - 80K KM,Automatic,"Selangor, Serdang"
2017 Mercedes-Benz C200 2.0 Avantgarde Sedan,"RM 1,475 / month","RM 113,800",Mercedes-Benz C200,110 - 115K KM,Automatic,"Selangor, Puchong"
2017/2021 Toyota Estima 2.4 Aeras Premium MPV - (MALAYSIA DAY OFFER) (PRE-CRASH)(POWER BOOT)(POWER DOOR)(LANE KEEPING)(POWER SEAT)(SALES OFFER) (Local AP),"RM 2,201 / month","RM 169,800",Toyota Estima,35 - 40K KM,Automatic,"Johor, Johor Bahru"
2019 Toyota Estima 2.4 Aeras Premium MPV - High Spec Leather Alcantara Seats 7 Seaters 2 Power Doors Reverse Camera Push Start Keyless Entry Unregistered,"RM 2,191 / month","RM 169,000",Toyota Estima,30 - 35K KM,Automatic,"Kuala Lumpur, Cheras"
"2017/2022 Toyota Alphard 2.5 G SA MPV - AUTO (360 CAMERA, JBL SYSTEM, 2 POWER DOOR POWER BOOT )","RM 2,461 / month","RM 189,800",Toyota Alphard,60 - 65K KM,Automatic,"Selangor, Petaling Jaya"
"2013 Perodua Myvi 1.3 EZi Hatchback - , LAGI BEST MODEL, ANDROID PLAYER, SPORT RIMS, WARRANTY ADA, SALES OFFER",RM 298 / month,"RM 22,999",Perodua Myvi,100 - 105K KM,Automatic,"Selangor, Puchong"
"2015 Isuzu D-Max 2.5 Hi-Ride Dual Cab Pickup Truck - Hi-Ride , FULL LEATHER SEAT, TIPTOP CONDITION, ORIGINAL MILEAGE, WARRANTY PROVIDED",RM 519 / month,"RM 39,999",Isuzu D-Max,120 - 125K KM,Manual,"Selangor, Puchong"
"2016 Honda Civic 1.8 S i-VTEC Sedan - , LEATHER SEAT, SI FACELIFT, TC-P HEADLAMP, 78K MILEAGE, ONE OWNER, WARRANTY PROVIDED","RM 1,011 / month","RM 77,999",Honda Civic,75 - 80K KM,Automatic,"Selangor, Puchong"
"2018 Proton X70 1.8 TGDI Premium SUV - PANORAMIC SUNROOF , FULL SERVICE RECORD, WARRANTY PROVIDED, KING CONDITION",RM 856 / month,"RM 65,999",Proton X70,65 - 70K KM,Automatic,"Selangor, Puchong"
"2015 Perodua AXIA 1.0 Advance Hatchback - LOW MILEAGE 35K KM ONLY , KING OFFER",RM 350 / month,"RM 26,999",Perodua AXIA,35 - 40K KM,Automatic,"Selangor, Puchong"
"2015 Perodua Myvi 1.5 Advance Hatchback - , ICO FACELIFT, LEATHER SEAT, TOUCH SCREEN PLAYER, REVERSE CAMERA, MERDEKA OFFER, NEGO SAMPAI JADI",RM 454 / month,"RM 34,999",Perodua Myvi,115 - 120K KM,Automatic,"Selangor, Puchong"
"2017 Mercedes-Benz GLA250 2.0 4MATIC AMG Line SUV - , POWER BOOTS, ELECTRIC LEATHER SEAT, FULL SERVICE RECORD","RM 1,854 / month","RM 142,999",Mercedes-Benz GLA250,65 - 70K KM,Automatic,"Selangor, Puchong"
2017 Honda Jazz 1.5 S i-VTEC Hatchback - (FreeWarranty)(FreeSiapTkrNama)(Tahun Dibuat )( MUGEN i-VTEC )(New FACELIFT)(SportRims)(WHITE)(PUSH START)(Condition Baik),RM 704 / month,"RM 54,300",Honda Jazz,65 - 70K KM,Automatic,"Selangor, Banting"
2018 Mercedes-Benz GLA200 1.6 Night Edition SUV - New Facelift Model,"RM 1,553 / month","RM 119,800",Mercedes-Benz GLA200,70 - 75K KM,Automatic,"Selangor, Serdang"
2015 Honda Jazz 1.5 S i-VTEC Hatchback - (A) FULL SERVICE RECORD - SERVICE BOOK AVAILABLE - 1 OWNER - SELLING CHEAP IN MRKET PLACE - ORIGINAL CONDITION,RM 542 / month,"RM 41,800",Honda Jazz,90 - 95K KM,Automatic,"Kuala Lumpur, Batu Caves / Selayang"
2016 Nissan Navara 2.5 NP300 V Dual Cab Pickup Truck - NP300 V (A) PUSH START BUTTON - KEYLESS ENTRY - REVERSE CAMERA - TOUCH SCREEN - LEATHER SEAT - 1 OWNER - SELLING CHEAP,RM 775 / month,"RM 59,800",Nissan Navara,70 - 75K KM,Automatic,"Kuala Lumpur, Batu Caves / Selayang"
2016 Mercedes-Benz GLC250 2.0 4MATIC AMG Line SUV - (FULL SERVICE RECORD MBM 57K KM) 2017,"RM 2,073 / month","RM 159,888",Mercedes-Benz GLC250,55 - 60K KM,Automatic,"Selangor, Klang"
2019 Porsche Macan 2.0 SUV - New Facelift UNREGISTER Japan Spec Grade 4.5 30k Mileage 360 Camera Beige Leather Interior Memory Seat Black Sport Exhaust,"RM 4,187 / month","RM 323,000",Porsche Macan,25 - 30K KM,Automatic,"Kuala Lumpur, Cheras"
2013 Perodua Myvi 1.5 SE Hatchback - (PercumaWarranty)(PercumaSiapTukarNama)(Tahun Dibuat )( )(WHITE)(Full Bodykits)(SportRims)(Touchscreen Player)(1Owner),RM 354 / month,"RM 27,300",Perodua Myvi,140 - 145K KM,Automatic,"Selangor, Banting"
"2015 Mercedes-Benz A250 2.0 Sport Hatchback - AMG (A) CBU, 1 YEAR WARRANTY WITH CERTIFIED INSPECTION REPORT","RM 1,400 / month","RM 108,000",Mercedes-Benz A250,115 - 120K KM,Automatic,"Penang, Greenlane"
"2021 Lexus IS300 2.0 F Sport Sedan - READY STOCK , Low Mileage, 360 Camera, Black Interior, Seat Ventilation, Safety System and MORE","RM 3,669 / month","RM 283,000",N/A,5 - 10K KM,Automatic,"Selangor, Shah Alam"
2021 Toyota Alphard 2.5 G S MPV - SC Pilot 7Seather BSM DIM System 3LED Light Power Boot Push Start Engine 7Speed,"RM 3,446 / month","RM 265,800",Toyota Alphard,25 - 30K KM,Automatic,"Kuala Lumpur, Cheras"
2015 Mazda CX-5 2.0 SKYACTIV-G GL SUV - AUTO,RM 685 / month,"RM 52,800",Mazda CX-5,95 - 100K KM,Automatic,"Selangor, Petaling Jaya"
2021 Ford MUSTANG 2.3 High Performance Coupe - Turbo Engine Camera Digital Meter Paddle Shift Facelift LED Light 10Speed,"RM 3,734 / month","RM 288,000",Ford MUSTANG,20 - 25K KM,Automatic,"Kuala Lumpur, Cheras"
2017 Isuzu D-Max 2.5 Premium Dual Cab Pickup Truck - (M) PREMIUM 4X4 DUAL CAB,RM 685 / month,"RM 52,800",Isuzu D-Max,70 - 75K KM,Manual,"Selangor, Serdang"
2015/2016 Volkswagen Jetta 1.4 TSI Sedan - Twincharger TRUSTED DEALER NO HIDDEN FEE TRUE YEAR MADE,RM 454 / month,"RM 35,000",Volkswagen Jetta,45 - 50K KM,Automatic,"Johor, Johor Bahru"
2014 Volkswagen Beetle 1.2 TSI Coupe - The TRUSTED DEALER NO HIDDEN FEE TRUE YEAR MADE,RM 815 / month,"RM 62,888",Volkswagen Beetle,65 - 70K KM,Automatic,"Johor, Johor Bahru"
2014/2019 Toyota Alphard 2.4 G 240S Gold MPV - Type-Gold,"RM 1,631 / month","RM 125,800",Toyota Alphard,55 - 60K KM,Automatic,"Johor, Johor Bahru"
2018 Nissan Navara 2.5 SINGLE CAB Pickup Truck - (M) NP300 - 4X4 4WD - LEATHER SEAT - ANDROID PLAYER - TOUCH SCREEN - REVERSE CAMERA - 1 OWNER - SELLING CHEAP IN MARKET,RM 801 / month,"RM 61,800",Nissan Navara,80 - 85K KM,Manual,"Kuala Lumpur, Batu Caves / Selayang"
2015 Honda CR-V 2.4 i-VTEC SUV - L AUTO (FACELIFT HIGH SPEC),RM 853 / month,"RM 65,800",Honda CR-V,85 - 90K KM,Automatic,"Selangor, Petaling Jaya"
2015 Toyota Harrier 2.0 Elegance SUV - AUTO (FULL MODESLITA BODYKIT),"RM 1,294 / month","RM 99,800",Toyota Harrier,65 - 70K KM,Automatic,"Selangor, Petaling Jaya"
2019 Toyota Vellfire 2.5 Z A Edition MPV - ZA Edition SUN ROOF 30 CAMERA 7 SEAT UNREG GRADE 4,"RM 2,710 / month","RM 209,000",Toyota Vellfire,50 - 55K KM,Automatic,"Kuala Lumpur, Cheras"
2013 Toyota FJ Cruiser 4.0 SUV - V6 A-TRAC SYSTEM 4X4 2014 (1 YEAR WARRANTY) 2014,"RM 1,930 / month","RM 148,888",Toyota FJ Cruiser,115 - 120K KM,Automatic,"Selangor, Klang"
2017 Subaru XV 2.0 P SUV - I-P (A) FULL SPEC - WARRANTY 1 YEAR - PUSH START BUTTON - KEYLESS ENTRY - ELECTRICAL LEATHER SEAT - TOUCH SCREEN - REVERSE CAM,RM 633 / month,"RM 48,800",Subaru XV,75 - 80K KM,Automatic,"Kuala Lumpur, Batu Caves / Selayang"
2018 Mercedes-Benz GLC43 AMG 3.0 4MATIC SUV - 38K km ONLY,"RM 3,306 / month","RM 255,000",N/A,35 - 40K KM,Automatic,"Selangor, Kajang"
"2022 Toyota GR86 2.4 RZ Coupe - New Car Condition Auto, TEIN-EDFC Active Suspension, TRD Spoiler, 18in Alloy Wheel, Reverse Camera and MORE","RM 2,969 / month","RM 229,000",N/A,0 - 5K KM,Automatic,"Selangor, Shah Alam"
"2018 Lexus NX300 2.0 Urban SUV - VALUE BUY i Package, Black Interior, Nappa Leather, Power Boot, Side Rear Camera, Seat Ventilation and MORE","RM 2,580 / month","RM 199,000",Lexus NX300,35 - 40K KM,Automatic,"Selangor, Shah Alam"
2021 Toyota Alphard 3.5 Executive Lounge S MPV - NEW CAR CONDITION FULL SPEC Wide Pilot Seats with Air Ventilation and MORE,"RM 5,691 / month","RM 439,000",Toyota Alphard,0 - 5K KM,Automatic,"Selangor, Shah Alam"
2016 Volkswagen Vento 1.6 Comfort Sedan - (A) 1 YEAR WARRANTY,RM 386 / month,"RM 29,800",Volkswagen Vento,105 - 110K KM,Automatic,"Penang, Bayan Lepas"
2018 MINI Countryman 2.0 Cooper S Sports SUV,"RM 2,269 / month","RM 175,000",MINI Countryman,62000 KM,Automatic,"Kuala Lumpur, TTDI"
2016 Toyota Vellfire 2.5 Z Golden Eyes MPV - (JBL 360 CAMERA PRE CRASH MOONROOF POWER BOOT) 2017,"RM 2,540 / month","RM 195,888",Toyota Vellfire,55 - 60K KM,Automatic,"Selangor, Klang"
"2021 Toyota Land Cruiser Prado 2.8 TX SUV - VALUE BUY -L, 7 Seat, Beige Interior, 360 Camera, Modellista Bodykit, 19in Alloy Wheel, 10in Monitor MORE","RM 3,799 / month","RM 293,000",Toyota Land Cruiser Prado,40 - 45K KM,Automatic,"Selangor, Shah Alam"
2021 Ford MUSTANG 2.3 High Performance Coupe - Rear Camera B O Sound System Local AP Unreg,"RM 3,799 / month","RM 293,000",Ford MUSTANG,10 - 15K KM,Automatic,"Kuala Lumpur, Cheras"
2021 Lexus RX300 2.0 Luxury SUV - T Turbo Engine Panaromic Roof Paddle Shift HUD Up Display 3LED Light Power Boot Facelift,"RM 3,604 / month","RM 278,000",N/A,15 - 20K KM,Automatic,"Kuala Lumpur, Cheras"
2018 Volkswagen Tiguan 1.4 280 TSI Highline SUV - TRUSTED DEALER NO HIDDEN FEE TRUE YEAR MADE,"RM 1,243 / month","RM 95,888",Volkswagen Tiguan,30 - 35K KM,Automatic,"Johor, Johor Bahru"
2019 Toyota Alphard 2.5 G SA MPV - G Spec Pilot Seat Design Full Leather Memory Driver Seat New ALPINE MONITOR UNREG,"RM 2,826 / month","RM 218,000",Toyota Alphard,55 - 60K KM,Automatic,"Kuala Lumpur, Cheras"
2013 Peugeot 308 1.6 Hatchback - (A) TURBO FACELIFT 1 YEAR WARRANTY,RM 218 / month,"RM 16,800",Peugeot 308,70 - 75K KM,Automatic,"Penang, Bayan Lepas"
2015 Inokom Santa Fe 2.4 Executive Plus SUV - (A) FULL SPEC - WARRANTY 1 YEAR - PANORAMIC SUNROOF - NAPPA LEATHER SEAT - LED AUTO HEADLAMP - 1 OWNER,RM 555 / month,"RM 42,800",N/A,115 - 120K KM,Automatic,"Kuala Lumpur, Batu Caves / Selayang"
2019 Honda City 1.5 S i-VTEC Sedan - (A) PUSH START BUTTON - KEYLESS ENTRY - LED AUTO HEADLAMP - 1 OWNER - SELLING CHEAP IN MARKET PLACE,RM 685 / month,"RM 52,800",Honda City,70 - 75K KM,Automatic,"Kuala Lumpur, Batu Caves / Selayang"
2018 Honda CR-V 2.0 i-VTEC SUV - L AUTO (FULL SERVICE RECORD),"RM 1,255 / month","RM 96,800",Honda CR-V,95 - 100K KM,Automatic,"Selangor, Petaling Jaya"
2016 BMW 528i 2.0 M Sport Sedan - Free 3YRS Warranty Offer True Info F10,"RM 1,464 / month","RM 112,888",BMW 528i,90 - 95K KM,Automatic,"Selangor, Puchong"
2018 Proton Exora 1.6 Turbo Executive Plus MPV - FULL SPEC ( LEATHER SEAT REAR DVD ROOF MONITOR) 2019,RM 517 / month,"RM 39,888",Proton Exora,80 - 85K KM,Automatic,"Selangor, Klang"
2018 Ford MUSTANG 2.3 EcoBoost Coupe - 3 Years Warranty Unregistered,"RM 2,891 / month","RM 223,000",Ford MUSTANG,45 - 50K KM,Automatic,"Kuala Lumpur, Cheras"
2017 Proton Perdana 2.0 Sedan - (A) Premium Spec New Facelift Model Leather Seat Electric Seat,RM 542 / month,"RM 41,800",Proton Perdana,80 - 85K KM,Automatic,"Selangor, Serdang"
2019 Perodua Myvi 1.5 AV Hatchback - (FreeWarranty)(FreeSiapTkrNama)(Tahun Dibuat )( Advanced)(SILVER)(FullBodykits)(PushStart)(DualVVT-i)(LeatherSeats)(ASA Pre Crush),RM 633 / month,"RM 48,800",Perodua Myvi,105 - 110K KM,Automatic,"Selangor, Banting"
2016 Audi A3 1.4 TFSI Sedan - (A) New Facelift Model 1.8,RM 710 / month,"RM 54,800",Audi A3,70 - 75K KM,Automatic,"Selangor, Serdang"
2020 Mercedes-Benz A180 1.3 SE Hatchback - Turbo Engine BSM System Camera Paddle Shift LED Light,"RM 1,932 / month","RM 149,000",Mercedes-Benz A180,50 - 55K KM,Automatic,"Kuala Lumpur, Cheras"
2015 Mercedes-Benz S400L 3.5 Hybrid Sedan - (A) 1 YEAR WARRANTY WITJ CERTIFIED INSPECTION REPORT,"RM 1,880 / month","RM 145,000",N/A,70 - 75K KM,Automatic,"Penang, Greenlane"
"2012 BMW 528i 2.0 M Sport Sedan - (A) CKD, 1 YEAR WARRANTY WITH CERTIFIED INSPECTION REPORT",RM 920 / month,"RM 71,000",BMW 528i,95 - 100K KM,Automatic,"Penang, Greenlane"
2021 Toyota Vellfire 2.5 MPV - Golden Eye Special Edition Grade 5 3LED Gold Headlight Sequential Signal Sunroof Carplay,"RM 3,047 / month","RM 235,000",Toyota Vellfire,35 - 40K KM,Automatic,"Kuala Lumpur, Cheras"
2020 Toyota Alphard 2.5 G S C Package MPV - 3LED SUNROOF,"RM 3,215 / month","RM 248,000",Toyota Alphard,70 - 75K KM,Automatic,"Kuala Lumpur, Cheras"
"2016 Mercedes-Benz C250 2.0 AMG Sedan - (A) CKD, 1 YEAR WARRANTY WITH CERTIFIED INSPECTION REPORT","RM 2,009 / month","RM 155,000",Mercedes-Benz C250,105 - 110K KM,Automatic,"Penang, Bukit Mertajam"
2014 Isuzu D-Max 2.5 Dual Cab Pickup Truck - 4x2 (M),RM 516 / month,"RM 39,800",Isuzu D-Max,90 - 95K KM,Manual,"Selangor, Serdang"
2021 Toyota Land Cruiser 3.3 ZX SUV - SUNROOF PRE CRASH MODELISTA BODYKIT LOCAL AP UNREG,"RM 7,234 / month","RM 558,000",Toyota Land Cruiser,0 - 5K KM,Automatic,"Kuala Lumpur, Cheras"
2015 Mitsubishi Triton 2.5 Dual Cab Pickup Truck - 2.4 (A) VGT ADVENTURE 4X4 PUSH START,RM 775 / month,"RM 59,800",Mitsubishi Triton,85 - 90K KM,Automatic,"Selangor, Serdang"
2019 Toyota Vellfire 2.5 Z G Edition MPV - ZG PILOT-SEAT SUNROOF MODELISTA FULL-SPEC ALPHINE (3 L-EYES),"RM 3,071 / month","RM 236,900",Toyota Vellfire,30 - 35K KM,Automatic,"Selangor, Seri Kembangan"
2015 Hyundai Grand Starex 2.5 Royale GLS MPV,RM 906 / month,"RM 69,875",Hyundai Grand Starex,135 - 140K KM,Automatic,"Johor, Johor Bahru"
2019 Hyundai Grand Starex 2.5 Executive MPV,"RM 1,645 / month","RM 126,875",Hyundai Grand Starex,75 - 80K KM,Automatic,"Johor, Johor Bahru"
2019 BMW X5 2.0 xDrive40e M Sport SUV - (A) WARRANTY 1 YEAR - FULL SERVICE RECORD - FULL SPEC - 1OWNER - SELLING CHEAP IN MARKET PLACE,"RM 1,449 / month","RM 111,800",BMW X5,65 - 70K KM,Automatic,"Kuala Lumpur, Batu Caves / Selayang"
2015/2016 Volkswagen Jetta 1.4 TSI Sedan - TRUSTED DEALER NO HIDDEN FEE TRUE YEAR MADE,RM 478 / month,"RM 36,888",Volkswagen Jetta,30 - 35K KM,Automatic,"Johor, Johor Bahru"
2016 Volkswagen Polo 1.6 Comfortline Hatchback - A LOW MIL 82K KM CRUISE CONTROL 6-SPEED AUTOMATIC TRANSMISSION UPGRADED SPORT RIMS UPGRADED FULL BODYKIT GOODDEALS,RM 477 / month,"RM 36,800",Volkswagen Polo,82369 KM,Automatic,"Selangor, Bandar Baru Bangi"
2014 Mazda 8 2.3 MPV - POWER DOOR FULL SPEC EASY LOAN,RM 726 / month,"RM 55,999",Mazda 8,80 - 85K KM,Automatic,"Johor, Skudai"
2015 BMW 316i 1.6 Sedan - F30 TIP TOP FREE WARRANTY EASY LOAN,RM 752 / month,"RM 57,999",BMW 316i,60 - 65K KM,Automatic,"Johor, Skudai"
2018 Hyundai Ioniq 1.6 Hybrid BlueDrive HEV Hatchback - Hybrid HEV LOAN SENANG CAR KING CHEAPEST,RM 570 / month,"RM 43,999",Hyundai Ioniq,45 - 50K KM,Automatic,"Johor, Skudai"
2015 Volkswagen Jetta 1.4 TSI Sedan - CAR KING LOAN SENANG,RM 402 / month,"RM 30,999",Volkswagen Jetta,75 - 80K KM,Automatic,"Johor, Skudai"
2018 Hyundai Elantra 2.0 Executive Sedan - MPI LIMITED UNIT,RM 726 / month,"RM 55,999",Hyundai Elantra,55 - 60K KM,Automatic,"Johor, Skudai"
2018 Volkswagen Tiguan 1.4 280 TSI Highline SUV - FAST APPROVAL,"RM 1,037 / month","RM 79,999",Volkswagen Tiguan,45 - 50K KM,Automatic,"Johor, Skudai"
2015 Peugeot 2008 1.6 VTi SUV - TIP TOP PANAROMIC ROOF EASY LOAN,RM 324 / month,"RM 24,999",Peugeot 2008,75 - 80K KM,Automatic,"Johor, Skudai"
2016 Volkswagen Passat 1.8 280 TSI Comfortline Sedan,RM 778 / month,"RM 59,999",Volkswagen Passat,50 - 55K KM,Automatic,"Johor, Skudai"
2017 Volkswagen Vento 1.2 GT 180 TSI Sedan - FULL SERVICE RECORD,RM 389 / month,"RM 29,999",Volkswagen Vento,80 - 85K KM,Automatic,"Johor, Skudai"
2018 Peugeot 3008 1.6 THP Allure SUV - FULL SPEC HIGH LOAN,RM 907 / month,"RM 69,999",Peugeot 3008,50 - 55K KM,Automatic,"Johor, Skudai"
2017 Toyota Camry 2.5 Hybrid Premium Sedan - FULL SPEC EASY LOAN,RM 998 / month,"RM 76,999",Toyota Camry,70 - 75K KM,Automatic,"Johor, Skudai"
2015 BMW 220i 2.0 Gran Tourer MPV,RM 762 / month,"RM 58,800",N/A,120 - 125K KM,Automatic,"Selangor, Seri Kembangan"
2015 Mitsubishi Triton 2.5 VGT Adventure Dual Cab Pickup Truck - VGT Adventure 4WD TIP TOP,RM 804 / month,"RM 61,999",Mitsubishi Triton,85 - 90K KM,Automatic,"Johor, Skudai"
2019 Honda City 1.5 E i-VTEC Sedan - KEYLESS EASY LOAN FULL SERVICE RECORD,RM 765 / month,"RM 58,999",Honda City,90 - 95K KM,Automatic,"Johor, Skudai"
2017 Honda City 1.5 V i-VTEC Sedan - EASY LOAN FAST DELIVERY,RM 739 / month,"RM 56,999",Honda City,50 - 55K KM,Automatic,"Johor, Skudai"
2022 Mitsubishi Triton 2.5 Quest Dual Cab Pickup Truck - MT Quest FULL SERVICE RECORD,RM 907 / month,"RM 69,999",Mitsubishi Triton,55 - 60K KM,Manual,"Johor, Skudai"
2018 Peugeot 3008 1.6 THP Allure SUV - HIGH SPEC SUNROOF TIP TOP,RM 907 / month,"RM 69,999",Peugeot 3008,30 - 35K KM,Automatic,"Johor, Skudai"
2016 Honda Civic 1.5 TC VTEC Premium Sedan - TC-P Premium EASY LOAN FAST APPROVAL,"RM 1,102 / month","RM 84,999",Honda Civic,65 - 70K KM,Automatic,"Johor, Skudai"
2018 Honda City 1.5 Hybrid Sedan,RM 674 / month,"RM 51,999",Honda City,75 - 80K KM,Automatic,"Johor, Johor Bahru"
2018 Proton Preve 1.6 CFE Premium Sedan,RM 389 / month,"RM 29,999",Proton Preve,70 - 75K KM,Automatic,"Johor, Johor Bahru"
2017 Honda CR-V 1.5 TC VTEC SUV - L AUTO,"RM 1,203 / month","RM 92,800",Honda CR-V,80 - 85K KM,Automatic,"Selangor, Petaling Jaya"
2016 Honda CR-V 2.0 i-VTEC SUV - L AUTO,RM 827 / month,"RM 63,800",Honda CR-V,100 - 105K KM,Automatic,"Selangor, Petaling Jaya"
2014 Volkswagen Jetta 1.4 TSI Sedan - SUPER SMOOTH CONDITION - LOAN WELCOME,RM 389 / month,"RM 29,999",Volkswagen Jetta,85 - 90K KM,Automatic,"Johor, Skudai"
2014 Volkswagen Jetta 1.4 TSI Sedan,RM 363 / month,"RM 27,999",Volkswagen Jetta,80 - 85K KM,Automatic,"Johor, Johor Bahru"
2016 Mazda 3 2.0 SKYACTIV-G High Sedan,RM 752 / month,"RM 57,999",Mazda 3,85 - 90K KM,Automatic,"Johor, Johor Bahru"
2016 Mazda Biante 2.0 SKYACTIV-G MPV,RM 856 / month,"RM 65,999",Mazda Biante,90 - 95K KM,Automatic,"Johor, Johor Bahru"
2015 Mazda 6 2.5 SKYACTIV-G Sedan - SUNROOF - CARKING - HIGH LOAN WELCOME,RM 895 / month,"RM 68,999",Mazda 6,85 - 90K KM,Automatic,"Johor, Skudai"
2019 Volkswagen Vento 1.2 TSI Highline Sedan - CHEAPEST PRICE,RM 506 / month,"RM 38,999",Volkswagen Vento,60 - 65K KM,Automatic,"Johor, Skudai"
2019 Peugeot 3008 1.6 THP Allure SUV - THP - FULL SPEC - SUNROOF - POWER BOOT,RM 985 / month,"RM 75,999",Peugeot 3008,50 - 55K KM,Automatic,"Johor, Skudai"
2020 Hyundai Grand Starex 2.5 Executive Plus MPV,"RM 1,930 / month","RM 148,875",Hyundai Grand Starex,65 - 70K KM,Automatic,"Johor, Johor Bahru"
2013 Toyota Camry 2.5 V Sedan,RM 853 / month,"RM 65,800",Toyota Camry,110 - 115K KM,Automatic,"Penang, Simpang Ampat"
2018 Honda BR-V 1.5 V i-VTEC SUV - 7 SEATER SMALL MPV - KEYLESS - EASY LOAN,RM 687 / month,"RM 52,999",Honda BR-V,60 - 65K KM,Automatic,"Johor, Skudai"
2014 Mazda 3 2.0 SKYACTIV-G Sedan - SUNROOF - LOAN AVAILABLE,RM 557 / month,"RM 42,999",Mazda 3,105 - 110K KM,Automatic,"Johor, Skudai"
2016 Mazda CX-5 2.2 SKYACTIV-D GLS SUV - DIESEL - HIGH LOAN,RM 765 / month,"RM 58,999",Mazda CX-5,90 - 95K KM,Automatic,"Johor, Skudai"
2016 Mercedes-Benz E250 2.0 Avantgarde Sedan - SUNROOF - EASY HIGH LOAN,"RM 2,074 / month","RM 159,999",Mercedes-Benz E250,75 - 80K KM,Automatic,"Johor, Skudai"
2019 Honda City 1.5 V i-VTEC Sedan - FULL SPEC - EASY LOAN,RM 817 / month,"RM 62,999",Honda City,50 - 55K KM,Automatic,"Johor, Skudai"
2018 Honda BR-V 1.5 V i-VTEC SUV - PUSH START BUTTON - HIGH LOAN WELCOME,RM 687 / month,"RM 52,999",Honda BR-V,70 - 75K KM,Automatic,"Johor, Skudai"
"2020 Toyota Alphard 3.5 Executive Lounge S MPV - SC, JBL Sound System with Rear Monitor, 360 Camera, Modellista Body Kits and MORE","RM 4,252 / month","RM 328,000",Toyota Alphard,10 - 15K KM,Automatic,"Selangor, Shah Alam"
"2019 Lexus NX300 2.0 F Sport SUV - Rare Spec , Mark Levinson Sound System, 360 Camera and MORE","RM 3,086 / month","RM 238,000",Lexus NX300,30 - 35K KM,Automatic,"Selangor, Shah Alam"
2015 BMW X1 2.0 sDrive20i SUV - CAR KING - HIGH LOAN,RM 726 / month,"RM 55,999",BMW X1,70 - 75K KM,Automatic,"Johor, Skudai"
2017 Ford Ranger 3.2 Wildtrak High Rider Dual Cab Pickup Truck - WILDTRACK 4WD - FULL SPEC - HIGH LOAN,RM 830 / month,"RM 63,999",Ford Ranger,75 - 80K KM,Automatic,"Johor, Skudai"
2017 Toyota Corolla Altis 1.8 G Sedan - JOHOR PLATE - LOW DEPOSIT - SUPERB CAR KING - HIGH LOAN WELCOME,RM 907 / month,"RM 69,999",Toyota Corolla Altis,60 - 65K KM,Automatic,"Johor, Skudai"
2014 Audi A3 1.4 TFSI Sedan - CARKING CONDITION - LOAN WELCOME,RM 648 / month,"RM 49,999",Audi A3,105 - 110K KM,Automatic,"Johor, Skudai"
2017/2018 Hyundai Grand Starex 2.5 Royale Deluxe MPV,"RM 1,541 / month","RM 118,875",Hyundai Grand Starex,120 - 125K KM,Automatic,"Johor, Johor Bahru"
2016 Toyota Camry 2.5 Hybrid Sedan - HIGH LOAN WELCOME,RM 946 / month,"RM 72,999",Toyota Camry,70 - 75K KM,Automatic,"Johor, Skudai"
2019 Toyota Vios 1.5 G Sedan - LOAN SENANG LULUS,RM 778 / month,"RM 59,999",Toyota Vios,60 - 65K KM,Automatic,"Johor, Skudai"
2016 Mazda 6 2.5 SKYACTIV-G Sedan - HIGH LOAN FAST APPROVAL,"RM 1,037 / month","RM 79,999",Mazda 6,80 - 85K KM,Automatic,"Johor, Skudai"
2015 Mazda 3 2.0 SKYACTIV-G GL Sedan - SKYACTIV-G - EASY LOAN CARKING CHEAPEST,RM 648 / month,"RM 49,999",Mazda 3,80 - 85K KM,Automatic,"Johor, Skudai"
2015/2016 Volkswagen Jetta 1.4 TSI Sport Edition Sedan - TRUSTED DEALER NO HIDDEN FEE TRUE YEAR MADE,RM 504 / month,"RM 38,888",Volkswagen Jetta,75 - 80K KM,Automatic,"Johor, Johor Bahru"
2016 Hyundai Grand Starex 2.5 Royale GLS MPV,"RM 1,411 / month","RM 108,875",Hyundai Grand Starex,105 - 110K KM,Automatic,"Johor, Johor Bahru"
2019 Mercedes-Benz C200 1.5 AMG Line Sedan,"RM 2,178 / month","RM 168,000",Mercedes-Benz C200,60 - 65K KM,Automatic,"Johor, Gelang Patah"
